iter	Logloss
142	0.2437264939
143	0.2434559121
144	0.2431228583
145	0.2429065416
146	0.2425367602
147	0.2422492517
148	0.2417293681
149	0.241536629
150	0.2411110585
151	0.240628616
152	0.2403492659
153	0.2400512669
154	0.2396476753
155	0.2390299704
156	0.2390207757
157	0.2385628566
158	0.238290661
159	0.2377781688
160	0.2374573795
161	0.2373488225
162	0.2372275859
163	0.2366896062
164	0.2362668987
165	0.2359959851
166	0.2358072233
167	0.235382763
168	0.2350558568
169	0.2349123695
170	0.2345142026
171	0.2339708082
172	0.2335754762
173	0.2334396558
174	0.2329907615
175	0.2327434972
176	0.232581707
177	0.2322878827
178	0.2318369161
179	0.2315098815
180	0.2310759073
181	0.2309577829
182	0.2307626593
183	0.2305378841
184	0.2304326378
185	0.2302820566
186	0.2300555074
187	0.2298322197
188	0.2298150024
189	0.2295692043
190	0.2294992007
191	0.2291809775
192	0.2289243064
193	0.2285607989
194	0.2285488622
195	0.228218472
196	0.2279483594
197	0.2278154586
198	0.2275644012
199	0.2274317068
200	0.2271770867
201	0.226844615
202	0.2266801638
203	0.2264450923
204	0.2260367222
205	0.225773141
206	0.2257025975
207	0.2255418921
208	0.2253683435
209	0.2251562828
210	0.22479422
211	0.2244944324
212	0.2243823976
213	0.2242039887
214	0.2240156386
215	0.2237544854
216	0.2231737633
217	0.2225155365
218	0.2222576656
219	0.2221168002
220	0.2218190207
221	0.2215281851
222	0.2212820749
223	0.2211164255
224	0.221050845
225	0.2206593375
226	0.2205400732
227	0.2202276003
228	0.2199665397
229	0.2194794059
230	0.2194347427
231	0.21906978
232	0.2189105912
233	0.2186918609
234	0.2185196444
235	0.2182256639
236	0.2178595255
237	0.217756262
238	0.2175909188
239	0.2175148164
240	0.2171070267
241	0.2168445133
242	0.2166719048
243	0.2164245505
244	0.2162326569
245	0.2159217142
246	0.2156966896
247	0.215470854
248	0.2153171017
249	0.2151269895
250	0.2148554641
251	0.2145481355
252	0.2144071673
253	0.2142539925
254	0.2139071941
255	0.213704267
256	0.2133413973
257	0.2132953745
258	0.2132131905
259	0.2130390355
260	0.2127362461
261	0.2125663221
262	0.212383497
263	0.212330379
264	0.2122486658
265	0.211962096
266	0.2115241414
267	0.2113806645
268	0.2109717292
269	0.2108743368
270	0.2107981923
271	0.2106770619
272	0.2102248369
273	0.2100918807
274	0.2099083089
275	0.2096782185
276	0.2095350049
277	0.2092739905
278	0.2087974997
279	0.2084613905
280	0.2082865899
281	0.2079162547
282	0.2076519505
283	0.2075025399
284	0.207335074
285	0.2070626994
286	0.206902265
287	0.2067694264
288	0.2065709681
289	0.206330895
290	0.2062106541
291	0.2060490571
292	0.205905383
293	0.2057254014
294	0.2056819165
295	0.205617517
296	0.2051661521
297	0.2051277983
298	0.2050159312
299	0.2049012166
300	0.2048612816
301	0.2045930304
302	0.2044201579
303	0.2042305132
304	0.2040720114
305	0.2039033055
306	0.2037105851
307	0.203635874
308	0.2035589
309	0.2035062141
310	0.20342143
311	0.2031798525
312	0.2030947957
313	0.2028668066
314	0.202569107
315	0.2024684596
316	0.2020755651
317	0.201984516
318	0.2018526046
319	0.2017768663
320	0.2016105618
321	0.2013576186
322	0.2012908715
323	0.2011368556
324	0.2008188294
325	0.2007953614
326	0.2006958689
327	0.2004665555
328	0.2002307978
329	0.2001889416
330	0.2001727209
331	0.200039529
332	0.1998188814
333	0.1995463447
334	0.1993023215
335	0.1992620622
336	0.1989743216
337	0.1988181818
338	0.198719129
339	0.1985165601
340	0.1983452496
341	0.1983341986
342	0.1982238606
343	0.1979760925
344	0.1978201107
345	0.197713354
346	0.1976126106
347	0.1973778035
348	0.1972923311
349	0.197094205
350	0.1968684395
351	0.196773238
352	0.1966463416
353	0.1963890546
354	0.1961876971
355	0.1959751742
356	0.195774978
357	0.1957128484
358	0.1954263366
359	0.1952487302
360	0.1950145147
361	0.1948893469
362	0.1946115886
363	0.1944493948
364	0.1942498218
365	0.1941273401
366	0.1941121134
367	0.1940430047
368	0.1939625001
369	0.1936749278
370	0.1932809316
371	0.1931911211
372	0.1931652097
373	0.1929802165
374	0.192919767
375	0.1928668764
376	0.1927760417
377	0.1926437433
378	0.1925631646
379	0.1924391445
380	0.1922908629
381	0.1921697429
382	0.1919618083
383	0.1918751392
384	0.1916833951
385	0.1916680293
386	0.1915195706
387	0.1914397224
388	0.1913481912
389	0.1913453422
390	0.1910375907
391	0.1907296525
392	0.1906378211
393	0.1904701304
394	0.1902679381
395	0.1899909587
396	0.1897036489
397	0.1895363047
398	0.1893983453
399	0.1891822599
400	0.1891550507
401	0.1888606915
402	0.1887576277
403	0.1885834041
404	0.1883783769
405	0.1882577192
406	0.1881639435
407	0.1880911796
408	0.1879170479
409	0.1878473361
410	0.1878071518
411	0.1874902589
412	0.1873124757
413	0.1872612302
414	0.1870853218
415	0.1870397414
416	0.1869704166
417	0.1868969034
418	0.1867480558
419	0.1865848193
420	0.1864315009
421	0.1863076938
422	0.186184749
423	0.1860804873
424	0.185782705
425	0.185680502
426	0.1855841163
427	0.1855492897
428	0.1852689425
429	0.1851331124
430	0.1849982755
431	0.1847691226
432	0.1845300458
433	0.1844875355
434	0.1843801666
435	0.1841320921
436	0.1840399839
437	0.1839023644
438	0.1837461048
439	0.1836463488
440	0.1835480593
441	0.1834139686
442	0.1833453307
443	0.18314275
444	0.1830952536
445	0.1830617259
446	0.1829834441
447	0.1828600187
448	0.1827414631
449	0.1826673045
450	0.1825444244
451	0.1825028714
452	0.1824309471
453	0.1822317675
454	0.1821242339
455	0.1819941258
456	0.1818504394
457	0.1816677481
458	0.1814452176
459	0.1812553331
460	0.1809855537
461	0.1808405839
462	0.1805946555
463	0.1804407188
464	0.1800874981
465	0.1798919217
466	0.1798106566
467	0.1796551422
468	0.1794339662
469	0.1792778404
470	0.179253965
471	0.1792313224
472	0.1792010909
473	0.1790438596
474	0.1790376257
475	0.1789524465
476	0.1787818123
477	0.1785532467
478	0.1785040171
479	0.1784912633
480	0.1784196225
481	0.1782150665
482	0.1779957777
483	0.1778910322
484	0.1776516377
485	0.1773454635
486	0.177244695
487	0.1770964674
488	0.1770177794
489	0.1768562372
490	0.1764601505
491	0.1763072319
492	0.1761868846
493	0.1760988432
494	0.176025631
495	0.1759072979
496	0.1758325635
497	0.1756803082
498	0.1756713166
499	0.175568384
500	0.175463952
501	0.1751705374
502	0.1749053142
503	0.1748079135
504	0.1746756648
505	0.1745340099
506	0.1744742192
507	0.1743370306
508	0.1742336029
509	0.1739497124
510	0.1738996972
511	0.1737953374
512	0.1736358789
513	0.1736011542
514	0.1734421508
515	0.1732584322
516	0.1730879293
517	0.1730158516
518	0.1728870925
519	0.1728254885
520	0.1727441361
521	0.1726335613
522	0.1725174208
523	0.1723812966
524	0.1723586745
525	0.1723288134
526	0.1722031208
527	0.1720527078
528	0.1720475638
529	0.1718481405
530	0.1716547233
531	0.1716384867
532	0.1714138267
533	0.1711944477
534	0.1708962809
535	0.1707915552
536	0.1707372842
537	0.170514372
538	0.170283703
539	0.1701421584
540	0.1700220068
541	0.1700129461
542	0.1698614666
543	0.1697121484
544	0.1695618797
545	0.1694028353
546	0.169160454
547	0.16896319
548	0.1689288365
549	0.1687923461
550	0.1687204059
551	0.1684939904
552	0.1683612865
553	0.1681594639
554	0.168155115
555	0.1681281067
556	0.1680089019
557	0.168005602
558	0.1678719181
559	0.1677901763
560	0.1676394024
561	0.1676219434
562	0.1675661589
563	0.1674906137
564	0.167394489
565	0.1673061104
566	0.1672145446
567	0.1670187524
568	0.1669702648
569	0.1668875006
570	0.1667645153
571	0.1665772727
572	0.1665015572
573	0.1663098236
574	0.1661038754
575	0.1660536548
576	0.1659545127
577	0.1658677593
578	0.1657910811
579	0.1657037797
580	0.1656808549
581	0.1654814518
582	0.1654609287
583	0.1653832689
584	0.1652255964
585	0.1651399585
586	0.1650358257
587	0.1649428332
588	0.1648252617
589	0.1647812602
590	0.1647020461
591	0.1645494465
592	0.1645449898
593	0.1643700355
594	0.1643063231
595	0.1642724136
596	0.1640097384
597	0.1638882534
598	0.1637000731
599	0.1635506745
600	0.1635112777
601	0.1634109938
602	0.1633495891
603	0.1632633687
604	0.1631056143
605	0.1630210001
606	0.1628682532
607	0.1626353016
608	0.1626100599
609	0.1625963888
610	0.1625644674
611	0.1624686753
612	0.1623835865
613	0.1623435779
614	0.162325957
615	0.1622715676
616	0.1622268768
617	0.1620060291
618	0.1618307774
619	0.1616889076
620	0.1615361342
621	0.1614845012
622	0.1613353456
623	0.1611765604
624	0.1609960059
625	0.1608896593
626	0.1607615476
627	0.1606346126
628	0.1605916367
629	0.1605082698
630	0.1604342642
631	0.1603193943
632	0.160247491
633	0.1600475616
634	0.1598811195
635	0.1598477712
636	0.1597040753
637	0.1595372283
638	0.1594305299
639	0.1593792117
640	0.1593553801
641	0.1593522736
642	0.159221038
643	0.1592138969
644	0.1591685131
645	0.1591068774
646	0.1590073972
647	0.1588288372
648	0.1587610402
649	0.1587608531
650	0.1587096892
651	0.1586596659
652	0.1585313091
653	0.1584175258
654	0.1583373993
655	0.1582143895
656	0.1580372976
657	0.1579158133
658	0.1577915672
659	0.1576813241
660	0.1575574773
661	0.1574038414
662	0.1572502096
663	0.1572063915
664	0.1571764834
665	0.1570575188
666	0.1568369437
667	0.1568196835
668	0.1567483857
669	0.1566841408
670	0.156474976
671	0.1563307073
672	0.1561989791
673	0.156174241
674	0.1561638137
675	0.1559940328
676	0.1559806341
677	0.1558991939
678	0.1558638363
679	0.1556999623
680	0.1555612557
681	0.1553288807
682	0.1552845929
683	0.1552022265
684	0.1550855124
685	0.1548901902
686	0.1548372335
687	0.1547977284
688	0.15475981
689	0.1546875135
690	0.154601715
691	0.154522052
692	0.1544433408
693	0.1544420305
694	0.1543898484
695	0.1541965141
696	0.1541660409
697	0.1539868814
698	0.1539362757
699	0.1538905943
700	0.1538478681
701	0.1537401326
702	0.1537194945
703	0.1536123298
704	0.1534730912
705	0.1533201347
706	0.1531140727
707	0.1529986359
708	0.1529100438
709	0.1528129005
710	0.1528032804
711	0.1526694555
712	0.1525242507
713	0.1524466105
714	0.1522967506
715	0.1521767244
716	0.1521211775
717	0.1521072083
718	0.1519982137
719	0.1519511288
720	0.1519355088
721	0.151897247
722	0.1518295871
723	0.1516562318
724	0.1516290315
725	0.1515532816
726	0.1514449803
727	0.1512731346
728	0.151247036
729	0.151183266
730	0.1511454611
731	0.1510019582
732	0.1509553214
733	0.1508018024
734	0.1507270071
735	0.1505565708
736	0.1505102452
737	0.1504641541
738	0.150380123
739	0.1503004507
740	0.1502679635
741	0.1501937037
742	0.1500323984
743	0.1499571056
744	0.1497489531
745	0.1497073072
746	0.1496419812
747	0.1495394246
748	0.1494689965
749	0.1493257987
750	0.1492754062
751	0.1492474159
752	0.1492079778
753	0.1490978168
754	0.1489862441
755	0.1487968809
756	0.1486497347
757	0.1484796298
758	0.1484235421
759	0.1483387084
760	0.1482675352
761	0.1481500522
762	0.1480023512
763	0.1478618361
764	0.1477693496
765	0.1477273019
766	0.1477019912
767	0.1475650845
768	0.1475438004
769	0.1474345193
770	0.1473504349
771	0.1473256472
772	0.1472730104
773	0.1471951118
774	0.1470872557
775	0.1469143322
776	0.1468737296
777	0.1468361225
778	0.1467186459
779	0.1466549033
780	0.1465819913
781	0.146537752
782	0.1465341711
783	0.1464759605
784	0.1462806938
785	0.1461518112
786	0.1459712311
787	0.1459378793
788	0.145916831
789	0.1458520613
790	0.1457624351
791	0.1456893655
792	0.1455755471
793	0.1454562075
794	0.1453835047
795	0.1452170876
796	0.14520371
797	0.145124618
798	0.1450337134
799	0.1449705848
800	0.1449413107
801	0.1447956278
802	0.1447189639
803	0.1445922793
804	0.1445351435
805	0.1442898423
806	0.1442684593
807	0.1441869728
808	0.1440556407
809	0.1440277205
810	0.1438817792
811	0.1438321654
812	0.1437521167
813	0.1437026316
814	0.1436228887
815	0.1435699614
816	0.1435084697
817	0.1433727555
818	0.1433199338
819	0.1432244081
820	0.1431637616
821	0.1430158734
822	0.1429964267
823	0.1429725242
824	0.142914056
825	0.1429049467
826	0.1428373615
827	0.1427280474
828	0.1426502705
829	0.1426302773
830	0.1425957295
831	0.1424935914
832	0.1423912705
833	0.1423376275
834	0.1422545113
835	0.1422131937
836	0.1421066981
837	0.1420174807
838	0.1419960958
839	0.1419767771
840	0.1418642774
841	0.1418161883
842	0.1417922035
843	0.1416807304
844	0.1415147317
845	0.141473467
846	0.1413245871
847	0.1412475969
848	0.141132204
849	0.1410717099
850	0.1409830719
851	0.1409402255
852	0.1408420254
853	0.1407873705
854	0.140677636
855	0.1406160199
856	0.1405451318
857	0.1404804891
858	0.1404403914
859	0.1402679795
860	0.1401993506
861	0.1401446001
862	0.1401279211
863	0.1400514891
864	0.1399519725
865	0.1398643463
866	0.1397955468
867	0.1397296576
868	0.1395558471
869	0.1395269167
870	0.1394411916
871	0.1393774135
872	0.1392192747
873	0.1390903379
874	0.1390461128
875	0.1390077795
876	0.1389684249
877	0.138855086
878	0.1388292635
879	0.1387715808
880	0.1386949183
881	0.1385946801
882	0.1384816063
883	0.1384150193
884	0.1383205097
885	0.1383076328
886	0.1382171368
887	0.1381029762
888	0.1379737185
889	0.1378910161
890	0.1377744225
891	0.1376825815
892	0.1376368159
